gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,transcript_id,cds_start,cds_length,tx_length,cds_end,minus_log10_p,is_MAPT,colour,alpha,colour2,name
ENSG00000175756.13,572.6868844173698,0.008402698680916842,0.18454217165096404,0.04553267475799181,0.9636827312069799,0.9999764011711453,AURKAIP1,ENST00000338370.7,402,600,1072,1001,0.016065923322548963,FALSE,grey60,0.2,grey60,
ENSG00000221978.11,340.0483847188242,-0.06729649997944062,0.2336673507909013,-0.2880012965083056,0.7733457462271995,0.9999764011711453,CCNL2,ENST00000400809.7,7,1563,2305,1569,0.11162629895628909,FALSE,grey60,0.2,grey60,
ENSG00000242485.5,362.1654216802736,0.21064254437663907,0.2822375918615838,0.7463305755526121,0.45546774572520105,0.9999764011711453,MRPL20,ENST00000344843.11,97,450,721,546,0.34154237247701885,FALSE,grey60,0.2,grey60,
ENSG00000197785.13,74.70767802718395,0.17545842497215305,0.44321709686810573,0.39587467679381205,0.6921974831732643,0.9999764011711453,ATAD3A,ENST00000378755.9,95,1905,2612,1999,0.15976998413167778,FALSE,grey60,0.2,grey60,
ENSG00000160075.11,408.304378612839,-0.0010412602221452185,0.19021712311091457,-0.005474061457327715,0.9956323526913357,0.9999764011711453,SSU72,ENST00000291386.3,313,585,1290,897,0.0019009996015772032,FALSE,grey60,0.2,grey60,
ENSG00000228594.3,75.92353626458501,0.02467952626186656,0.42559486595681056,0.05798830821509732,0.9537579415484669,0.9999764011711453,FNDC10,ENST00000422725.3,82,681,2085,762,0.020561832831225278,FALSE,grey60,0.2,grey60,
ENSG00000248333.8,140.29907877845488,0.23636886508615254,0.3255927575968059,0.7259647506621055,0.4678603799914663,0.9999764011711453,CDK11B,ENST00000407249.7,113,2388,2677,2500,0.3298837307847843,FALSE,grey60,0.2,grey60,
ENSG00000189339.11,131.56730355784168,-0.16518832320506088,0.2987708437342426,-0.5528930505414253,0.5803366463867994,0.9999764011711453,SLC35E2B,ENST00000617444.4,762,1218,6283,1979,0.23632000427424713,FALSE,grey60,0.2,grey60,
ENSG00000215790.7,227.39412733292386,-0.13449370604301716,0.2803917300499746,-0.4796635978495021,0.6314666161557778,0.9999764011711453,SLC35E2A,ENST00000643905.1,424,801,6293,1224,0.1996496044159644,FALSE,grey60,0.2,grey60,
ENSG00000078369.17,2409.119800967591,-0.1809733787513774,0.15724562301278075,-1.150896128515247,0.24977497071571697,0.9999764011711453,GNB1,ENST00000610897.4,345,1023,3145,1367,0.6024510832743845,FALSE,grey60,0.2,grey60,
ENSG00000162585.16,71.1810038533694,0.13991126956877528,0.38438755408723235,0.3639849107524018,0.7158692771436916,0.9999764011711453,FAAP20,ENST00000400919.7,27,570,1413,596,0.14516627573452487,FALSE,grey60,0.2,grey60,
ENSG00000157933.9,167.34196267964387,0.39905937058285973,0.3099395072543223,1.2875395399509677,0.19790629720139846,0.9999764011711453,SKI,ENST00000378536.4,73,2187,5613,2259,0.7035403867117025,FALSE,grey60,0.2,grey60,
ENSG00000157916.19,262.75204327126494,0.168244406100569,0.22927277388546408,0.7338176410977497,0.4630598873791766,0.9999764011711453,RER1,ENST00000605895.5,134,591,3044,724,0.33436283819071305,FALSE,grey60,0.2,grey60,
ENSG00000157870.15,132.3868900413934,0.37092275763812377,0.3271223991608405,1.1338959318886241,0.2568382037685924,0.9999764011711453,PRXL2B,ENST00000444521.6,47,741,2827,787,0.5903403760399083,FALSE,grey60,0.2,grey60,
ENSG00000158109.14,99.9179939000336,0.5596454193642284,0.3549654397618022,1.5766194583331146,0.11488311271507227,0.9999764011711453,TPRG1L,ENST00000378344.6,72,819,2414,890,0.9397438058954228,FALSE,grey60,0.2,grey60,
ENSG00000116213.15,92.82702480558822,-0.34676804947628437,0.507973705974859,-0.6826496044924161,0.49482828135400814,0.9999764011711453,WRAP73,ENST00000270708.11,75,1383,1665,1457,0.3055454867207961,FALSE,grey60,0.2,grey60,
ENSG00000227372.12,81.01255097265015,-0.21671319365207312,0.4324186509882368,-0.501165232250744,0.6162548408561224,0.9999764011711453,NA,NA,NA,NA,NA,NA,0.21023965619529075,FALSE,grey60,0.2,grey60,NA
ENSG00000130764.9,427.4889400787522,0.3915167856943863,0.28704786924626885,1.3639424905763358,0.17258566633485123,0.9999764011711453,LRRC47,ENST00000378251.2,29,1752,4310,1780,0.7629952763506732,FALSE,grey60,0.2,grey60,
ENSG00000116198.12,183.21239346832763,0.19074486624736547,0.2913712932368896,0.6546453637499793,0.5126961098476774,0.9999764011711453,CEP104,ENST00000378230.7,326,2778,6424,3103,0.29013997781627515,FALSE,grey60,0.2,grey60,
ENSG00000198912.10,49.46317449659996,-0.8091285930391634,0.5399010273431121,-1.4986609620302773,0.13396160896591283,0.9999764011711453,C1orf174,ENST00000361605.3,100,732,1666,831,0.8730196449421052,FALSE,grey60,0.2,grey60,
ENSG00000116251.10,753.7186144737558,-0.14746857686480713,0.2578147257065753,-0.571994390392752,0.567325775025101,0.9999764011711453,RPL22,ENST00000234875.8,40,387,2078,426,0.24616748490544796,FALSE,grey60,0.2,grey60,
ENSG00000116237.15,230.8666267748237,-0.3026331616544761,0.31736905642210117,-0.9535685837373311,0.3403020645701563,0.9999764011711453,ICMT,ENST00000343813.9,30,855,4771,884,0.4681354160857759,FALSE,grey60,0.2,grey60,
ENSG00000158292.6,83.77193460945826,-0.8644746076252443,0.43359721882994295,-1.9937272890218691,0.0461818654472313,0.9999764011711453,GPR153,ENST00000377893.2,261,1830,4082,2090,1.335528528389909,FALSE,grey60,0.2,grey60,
ENSG00000097021.19,299.2543903375214,-0.19886557051423898,0.29259270715303076,-0.6796668736183812,0.496715415695287,0.9999764011711453,ACOT7,ENST00000377855.6,148,1143,1614,1290,0.30389236135064546,FALSE,grey60,0.2,grey60,
ENSG00000162408.10,189.17916561569587,0.3071136870018731,0.2489311451372278,1.2337294589335983,0.21730373278471832,0.9999764011711453,NOL9,ENST00000377705.5,34,2109,6649,2142,0.6629328134223123,FALSE,grey60,0.2,grey60,
ENSG00000116273.5,139.30779133554134,-0.5540689716450196,0.39921232020674585,-1.387905491889819,0.16516582532023752,0.9999764011711453,PHF13,ENST00000377648.4,383,903,3681,1285,0.7820798081670395,FALSE,grey60,0.2,grey60,
ENSG00000041988.15,51.69666214438616,0.2528432320235951,0.3428921134700205,0.7373842152998409,0.46088873176007294,0.9999764011711453,THAP3,ENST00000054650.8,159,720,1366,878,0.33640390978444884,FALSE,grey60,0.2,grey60,
ENSG00000171735.18,509.1725283241231,-0.13506038468026857,0.27576414475409977,-0.48976774990346394,0.6242982540995576,0.9999764011711453,CAMTA1,ENST00000303635.11,208,5022,8444,5229,0.2046078796065743,FALSE,grey60,0.2,grey60,
ENSG00000049245.12,262.20087976367904,0.245970105358534,0.25412848461353843,0.9678966359579441,0.33309599458515293,0.9999764011711453,VAMP3,ENST00000054666.10,116,303,2205,418,0.47743058958448975,FALSE,grey60,0.2,grey60,
ENSG00000116288.12,1364.64084558448,0.10794752369486237,0.16542588676076436,0.6525431164892224,0.514050867688691,0.9999764011711453,PARK7,ENST00000493678.5,68,570,1088,637,0.28899390344939496,FALSE,grey60,0.2,grey60,
ENSG00000142599.17,271.74263257307274,-0.09455322296212909,0.24429205373798643,-0.3870499327151321,0.6987192422367408,0.9999764011711453,RERE,ENST00000337907.7,636,4701,8026,5336,0.15569729641623828,FALSE,grey60,0.2,grey60,
ENSG00000074800.15,3421.5332067168406,0.06440098020674376,0.18922155494014492,0.34034695585878283,0.7335952597950405,0.9999764011711453,ENO1,ENST00000646539.1,681,1305,2345,1985,0.13454348356964393,FALSE,grey60,0.2,grey60,
ENSG00000049239.12,77.99879477034433,-0.22313137266807062,0.41727537960876904,-0.5347340954486104,0.5928337412032075,0.9999764011711453,H6PD,ENST00000602477.1,153,2409,5590,2561,0.2270670864029663,FALSE,grey60,0.2,grey60,
ENSG00000171612.6,79.6118439307244,-0.06586952601587526,0.4552964313872192,-0.14467393433148773,0.8849683199986245,0.9999764011711453,SLC25A33,ENST00000302692.6,211,966,3854,1176,0.05307227585137558,FALSE,grey60,0.2,grey60,
ENSG00000188807.12,88.69822714479753,0.3829208559844251,0.3677980549775225,1.0411171315406407,0.29782118953029557,0.9999764011711453,TMEM201,ENST00000340381.10,10,2001,3776,2010,0.5260444060845081,FALSE,grey60,0.2,grey60,
ENSG00000231789.2,77.15632729059595,0.21645244879971318,0.41134450997993527,0.5262072145080322,0.5987442419082301,0.9999764011711453,NA,NA,NA,NA,NA,NA,0.22275865014440588,FALSE,grey60,0.2,grey60,NA
ENSG00000171603.17,207.41114209990369,0.13095272810544284,0.2844122092852764,0.4604328640972379,0.6452055499977174,0.9999764011711453,CLSTN1,ENST00000377298.8,794,2946,5221,3739,0.19030190550654713,FALSE,grey60,0.2,grey60,
ENSG00000178585.14,98.32291590235091,-0.3181459213984484,0.41689720651889545,-0.7631279759703277,0.4453870771722434,0.9999764011711453,CTNNBIP1,ENST00000377263.5,313,246,3000,558,0.3512623880972312,FALSE,grey60,0.2,grey60,
ENSG00000162441.11,304.5752805425848,-0.08557805579922817,0.22825427795078665,-0.3749242142032468,0.7077168301245418,0.9999764011711453,LZIC,ENST00000377223.5,249,573,2281,821,0.15014047636972075,FALSE,grey60,0.2,grey60,
ENSG00000130939.18,145.61504567976684,0.1444165762783367,0.24862574421814182,0.580859302130945,0.561335283360711,0.9999764011711453,UBE4B,ENST00000343090.10,76,3909,5267,3984,0.2507776588541457,FALSE,grey60,0.2,grey60,
ENSG00000054523.17,386.8911306609796,-0.023467280472253507,0.16969817124409056,-0.1382883521973765,0.8900125306646487,0.9999764011711453,KIF1B,ENST00000263934.10,154,5313,6816,5466,0.05060387879306268,FALSE,grey60,0.2,grey60,
ENSG00000142657.20,292.95386025924466,0.08531771559474155,0.242409294961402,0.35195727791018244,0.7248703023199479,0.9999764011711453,PGD,ENST00000270776.12,39,1452,1885,1490,0.13973969277469592,FALSE,grey60,0.2,grey60,
ENSG00000160049.11,699.0729345222745,0.3416688866553835,0.2754857368539876,1.2402416566360173,0.2148860248982659,0.9999764011711453,DFFA,ENST00000377038.7,69,996,6032,1064,0.6677918279097735,FALSE,grey60,0.2,grey60,
ENSG00000142655.12,61.087800393329076,-0.22879429545177069,0.28912268863517976,-0.7913398167809219,0.4287457193884196,0.9999764011711453,PEX14,ENST00000356607.8,81,1134,1985,1214,0.3678002029381385,FALSE,grey60,0.2,grey60,
ENSG00000120948.17,255.99111064671283,-0.2568847769798476,0.37487044353124377,-0.6852628192290049,0.4931780894125405,0.9999764011711453,TARDBP,ENST00000240185.7,357,1245,5367,1601,0.3069962261935063,FALSE,grey60,0.2,grey60,
ENSG00000116649.9,587.0600067025238,0.33780256168531014,0.3673861462100312,0.9194755032820199,0.3578469129704321,0.9999764011711453,SRM,ENST00000376957.6,82,909,1266,990,0.44630272495189616,FALSE,grey60,0.2,grey60,
ENSG00000171824.13,104.17147012924997,-0.009604085121541431,0.24948086905292804,-0.038496278925114286,0.9692919982741287,0.9999764011711453,EXOSC10,ENST00000376936.8,51,2658,2808,2708,0.013545372447605805,FALSE,grey60,0.2,grey60,
ENSG00000198793.12,105.11558648127772,0.07582684005002742,0.30857004343957667,0.24573623286563662,0.8058864222552742,0.9999764011711453,MTOR,ENST00000361445.8,78,7650,8677,7727,0.09372616125140518,FALSE,grey60,0.2,grey60,
ENSG00000120942.13,132.36976002826918,-0.16358471051654414,0.32640807583118475,-0.5011662474955082,0.6162541264082003,0.9999764011711453,UBIAD1,ENST00000376810.5,327,1017,3646,1343,0.2102401596898671,FALSE,grey60,0.2,grey60,
ENSG00000116670.14,186.1610931362354,-0.4197364388986287,0.2640342400695704,-1.5897045731191242,0.1119014123848583,0.9999764011711453,MAD2L2,ENST00000235310.7,930,636,1860,1565,0.9511644319070454,FALSE,grey60,0.2,grey60,
ENSG00000177674.15,63.71682109754362,0.4266862359036004,0.34791969543257095,1.2263928760143874,0.22005086559134218,0.9999764011711453,AGTRAP,ENST00000314340.9,55,480,1107,534,0.6574769187583679,FALSE,grey60,0.2,grey60,
ENSG00000177000.12,109.28057342830016,0.06145716165256798,0.39749523935498976,0.15461106339863012,0.8771279475531789,0.9999764011711453,MTHFR,ENST00000376585.6,1053,2094,8094,3146,0.05693705103154213,FALSE,grey60,0.2,grey60,
ENSG00000116685.15,237.07496156737977,-0.19221241413137677,0.3096337153239644,-0.6207735289106623,0.5347486424671102,0.9999764011711453,KIAA2013,ENST00000376572.7,187,1905,2815,2091,0.2718503092712383,FALSE,grey60,0.2,grey60,
ENSG00000083444.16,218.17823629719044,0.24575730972132476,0.24541357653692478,1.0014006282343888,0.31663316049380064,0.9999764011711453,PLOD1,ENST00000196061.4,28,2184,2940,2211,0.4994436041125465,FALSE,grey60,0.2,grey60,
ENSG00000116688.16,145.42090612176932,0.030602281055329094,0.2601880907057592,0.11761599453810712,0.906371931105622,0.9999764011711453,MFN2,ENST00000235329.9,323,2274,4539,2596,0.04269355234445458,FALSE,grey60,0.2,grey60,
ENSG00000048707.15,59.454130574990145,-0.03588695577340294,0.3691501269393551,-0.09721507092776521,0.9225555998651244,0.9999764011711453,VPS13D,ENST00000620676.6,168,13167,16357,13334,0.035007450657275216,FALSE,grey60,0.2,grey60,
ENSG00000116731.22,252.26390240026677,0.05494587439286095,0.24456978164575793,0.22466338246335835,0.822241152951667,0.9999764011711453,PRDM2,ENST00000235372.11,857,5157,7957,6013,0.08500079068804729,FALSE,grey60,0.2,grey60,
ENSG00000189337.16,94.2942200136745,-0.47635740074025584,0.3956517717726633,-1.2039814673544922,0.2285967416650366,0.9999764011711453,KAZN,ENST00000376030.6,295,2328,6030,2622,0.6409299641724945,FALSE,grey60,0.2,grey60,
ENSG00000171729.13,284.0439915283729,-0.22947881489472857,0.38104074178264863,-0.6022422007188584,0.5470129285769187,0.9999764011711453,TMEM51,ENST00000428417.5,447,762,1942,1208,0.2620024090536597,FALSE,grey60,0.2,grey60,
ENSG00000142634.12,50.46460795779377,0.04453474155859087,0.3950450425424466,0.11273332598220297,0.910241979343875,0.9999764011711453,EFHD2,ENST00000375980.8,78,723,2419,800,0.04084313919109972,FALSE,grey60,0.2,grey60,
ENSG00000116138.12,122.75856143589424,0.26913011143957644,0.3333738794284534,0.8072921366874378,0.4194981932561567,0.9999764011711453,DNAJC16,ENST00000375847.7,165,2349,6069,2513,0.37726990530148136,FALSE,grey60,0.2,grey60,
ENSG00000197312.11,225.45337838382565,0.36056024087532484,0.2884565066544342,1.2499639722367908,0.21131270850605777,0.9999764011711453,DDI2,ENST00000480945.5,172,1200,10625,1371,0.6750743833637523,FALSE,grey60,0.2,grey60,
ENSG00000116786.12,125.93042739943279,0.4488064693841804,0.2586271023017195,1.735341986164288,0.0826802491380044,0.9999764011711453,PLEKHM2,ENST00000375799.7,228,3060,4122,3287,1.0825982233957712,FALSE,grey60,0.2,grey60,
ENSG00000162458.12,301.5100357117033,0.42236702476234905,0.40097117273528216,1.0533600754416135,0.29217599494187313,0.9999764011711453,FBLIM1,ENST00000441801.6,208,1125,1543,1332,0.5343554683898748,FALSE,grey60,0.2,grey60,
ENSG00000233954.6,274.23619072302364,0.08605425254773416,0.3427026447075522,0.2511047226413125,0.8017331447240293,0.9999764011711453,UQCRHL,ENST00000483273.2,1700,276,2180,1975,0.09597016171482256,FALSE,grey60,0.2,grey60,
ENSG00000179743.4,157.18214239867376,-0.1455030104956115,0.33772842055629465,-0.4308284456959351,0.6665931146521604,0.9999764011711453,NA,NA,NA,NA,NA,NA,0.17613917655010042,FALSE,grey60,0.2,grey60,NA
ENSG00000065526.10,623.6948919740122,0.2533730864497714,0.1948394150506088,1.3004200735459952,0.19345703365604047,0.9999764011711453,SPEN,ENST00000375759.7,205,10995,12232,11199,0.7134154756999099,FALSE,grey60,0.2,grey60,
ENSG00000055070.16,260.5696704880041,0.11028352463430659,0.27234772735441576,0.4049364601114909,0.6855242171439251,0.9999764011711453,SZRD1,ENST00000401088.8,176,459,3636,634,0.1639771985167717,FALSE,grey60,0.2,grey60,
ENSG00000157191.19,101.84748873571678,-0.37517647237421775,0.3445211870875764,-1.0889793906313485,0.27616297414139734,0.9999764011711453,NECAP2,ENST00000443980.6,27,822,1929,848,0.5588345487985967,FALSE,grey60,0.2,grey60,
ENSG00000219481.10,61.53683003891341,-0.38843310329909736,0.5283403274994606,-0.7351948792882821,0.4622208171997598,0.9999764011711453,NA,NA,NA,NA,NA,NA,0.33515049894476195,FALSE,grey60,0.2,grey60,NA
ENSG00000215908.10,127.17874271652671,-0.09908899760107073,0.364624670839909,-0.2717561523547496,0.7858095220789512,0.9999764011711453,NA,NA,NA,NA,NA,NA,0.10468271291122049,FALSE,grey60,0.2,grey60,NA
ENSG00000117118.9,128.88657070573714,-0.026860357465895643,0.5141132776380557,-0.05224599059043517,0.958332687757381,0.9999764011711453,SDHB,ENST00000375499.7,152,843,1153,994,0.018483698254188635,FALSE,grey60,0.2,grey60,
ENSG00000179051.13,55.31412289926021,0.9097172124904566,0.3758899523926157,2.420169006114482,0.015513295153455687,0.9667491551185242,RCC2,ENST00000375436.8,189,1569,4087,1757,1.8092959446127794,FALSE,grey60,0.2,grey60,
ENSG00000074964.16,50.43764177508669,-0.5871168479538967,0.6527639643551122,-0.8994320765453552,0.368422560039249,0.9999764011711453,ARHGEF10L,ENST00000361221.7,160,3840,4488,3999,0.43365378401108895,FALSE,grey60,0.2,grey60,
ENSG00000127481.14,226.5385808391187,0.342862458143005,0.3153211836381215,1.0873435593102785,0.2768850046382744,0.9999764011711453,UBR4,ENST00000375254.7,29,15552,15906,15580,0.5577005638614883,FALSE,grey60,0.2,grey60,
ENSG00000127463.14,94.32152652081224,-0.40637290190699504,0.40162055740585634,-1.0118329214316992,0.3116179461942124,0.9999764011711453,EMC1,ENST00000477853.5,44,2982,6664,3025,0.5063775390974015,FALSE,grey60,0.2,grey60,
ENSG00000053372.4,589.0602166076933,0.17518792838238098,0.24056056815361496,0.7282487305671438,0.466461340487744,0.9999764011711453,MRTO4,ENST00000330263.4,298,720,2315,1017,0.331184344004456,FALSE,grey60,0.2,grey60,
ENSG00000053371.12,149.58838643816082,-0.15152009484844156,0.3042334989913214,-0.49803882659471316,0.6184566761560397,0.9999764011711453,AKR7A2,ENST00000235835.7,23,1080,1362,1102,0.20869071796755578,FALSE,grey60,0.2,grey60,
ENSG00000077549.17,568.8039189208596,-0.24734944595674588,0.2505132268423486,-0.9873708030291201,0.32346089222845753,0.9999764011711453,CAPZB,ENST00000433834.5,386,906,1462,1291,0.49017821983631565,FALSE,grey60,0.2,grey60,
ENSG00000173436.14,332.4269330537482,0.057419129858070746,0.23591559685318078,0.24338844325669934,0.8077044956324106,0.9999764011711453,MINOS1,ENST00000322753.6,57,237,3712,293,0.09274749985617925,FALSE,grey60,0.2,grey60,
ENSG00000158747.14,143.05173183779456,-1.210323609960809,0.5528706191742808,-2.189162469455227,0.028585033399120545,0.9999764011711453,NBL1,ENST00000289749.6,81,651,731,731,1.5438612960141558,FALSE,grey60,0.2,grey60,
ENSG00000226396.1,1539.6138601035989,0.20432882791591328,0.3202875138414356,0.6379543974888454,0.5235033657453227,0.9999764011711453,NA,NA,NA,NA,NA,NA,0.2810805217789837,FALSE,grey60,0.2,grey60,NA
ENSG00000169914.5,62.83033497245405,0.3567745866022097,0.3493076962593173,1.0213762548688567,0.3070762108591595,0.9999764011711453,OTUD3,ENST00000375120.3,2,1197,6397,1198,0.5127538269720252,FALSE,grey60,0.2,grey60,
ENSG00000162545.5,132.1500420914112,-0.7387106163810867,0.9988755855859363,-0.7395421682548804,0.4595778438747697,0.9999764011711453,CAMK2N1,ENST00000375078.3,842,237,2336,1078,0.33764091670017543,FALSE,grey60,0.2,grey60,
ENSG00000090432.6,116.2414701689529,-0.08579414311748901,0.2642574662888128,-0.3246611886595579,0.7454375116680569,0.9999764011711453,MUL1,ENST00000264198.4,138,1059,2438,1196,0.1275887566042623,FALSE,grey60,0.2,grey60,
ENSG00000244038.9,63.233742770060914,-0.4525312199207605,0.43149547800352445,-1.0487507818495938,0.29429283533093936,0.9999764011711453,DDOST,ENST00000415136.6,144,1371,2126,1514,0.5312203108331571,FALSE,grey60,0.2,grey60,
ENSG00000127483.17,672.288809295717,-0.2310177799855495,0.2009475198642436,-1.1496423550866455,0.2502912056857554,0.9999764011711453,HP1BP3,ENST00000312239.9,141,1662,3938,1802,0.6015544096376667,FALSE,grey60,0.2,grey60,
ENSG00000075151.20,452.8516472941898,0.052768765590759104,0.2151615969338294,0.24525178443896548,0.8062614822365279,0.9999764011711453,EIF4G3,ENST00000400422.6,582,4866,5762,5447,0.09352408738122726,FALSE,grey60,0.2,grey60,
ENSG00000117298.15,288.9549167535559,0.4594303790445682,0.30720181977754596,1.49553273928278,0.13477546213951833,0.9999764011711453,ECE1,ENST00000374893.10,76,2313,2484,2388,0.8703891703188508,FALSE,grey60,0.2,grey60,
ENSG00000090686.15,451.8929631590179,0.051615153657479436,0.21606826330191908,0.23888354943343038,0.811195881969901,0.9999764011711453,USP48,ENST00000308271.13,650,3108,4595,3757,0.09087426269797765,FALSE,grey60,0.2,grey60,
ENSG00000184677.17,70.11496472070657,0.2762857555704743,0.3726725345016528,0.7413633417872628,0.4584731651619883,0.9999764011711453,ZBTB40,ENST00000404138.5,512,3720,8992,4231,0.3386860788884651,FALSE,grey60,0.2,grey60,
ENSG00000133216.16,156.63135798637958,-0.34139438676925105,0.2691772301916741,-1.2682885046634627,0.204694940676743,0.9999764011711453,EPHB2,ENST00000400191.7,19,3168,10816,3186,0.6888928914035732,FALSE,grey60,0.2,grey60,
ENSG00000004487.16,347.02877186209645,0.40038450473403775,0.2394331519067372,1.6722183271011424,0.09448127782875737,0.9999764011711453,KDM1A,ENST00000400181.8,105,2631,3059,2735,1.0246542416622666,FALSE,grey60,0.2,grey60,
ENSG00000169641.13,219.32059116041773,0.0821564841901925,0.2706420695345628,0.303561395061312,0.7614620666821931,0.9999764011711453,LUZP1,ENST00000302291.8,803,3231,8898,4033,0.11835172678747985,FALSE,grey60,0.2,grey60,
ENSG00000125944.19,1606.6137693397557,0.22743439417040584,0.18204991620966277,1.2492968901368502,0.21155650496126907,0.9999764011711453,HNRNPR,ENST00000374616.7,110,1911,2691,2020,0.6745736163957877,FALSE,grey60,0.2,grey60,
ENSG00000007968.6,156.05787292292072,0.07219392041334721,0.4048613912086014,0.17831762173674376,0.8584735404484459,0.9999764011711453,E2F2,ENST00000361729.2,428,1314,5191,1741,0.06627308595946663,FALSE,grey60,0.2,grey60,
ENSG00000117318.8,538.6511305871275,-0.27952174843338795,0.4032396094442668,-0.6931902072284436,0.48819019290808324,0.9999764011711453,ID3,ENST00000374561.5,369,360,1251,728,0.31141094922993867,FALSE,grey60,0.2,grey60,
ENSG00000142676.14,5543.980030280302,0.10765686018529343,0.2154649026435419,0.49964917192753855,0.6173221279142704,0.9999764011711453,RPL11,ENST00000643754.2,19,537,1017,555,0.20948815546634936,FALSE,grey60,0.2,grey60,
ENSG00000011007.12,272.0410661546159,0.22667802749615343,0.2081469548050118,1.0890287955857976,0.27614118755665396,0.9999764011711453,ELOA,ENST00000418390.6,272,2397,5154,2668,0.5588688117797389,FALSE,grey60,0.2,grey60,
ENSG00000057757.9,107.64570189371766,-0.150374598456957,0.2855226739735609,-0.5266642973191037,0.5984267329861954,0.9999764011711453,PITHD1,ENST00000246151.8,112,636,1603,747,0.2229890138583941,FALSE,grey60,0.2,grey60,
ENSG00000011009.10,324.2818420779892,0.08351335858701538,0.2706969490119494,0.30851237478605215,0.7576924854534144,0.9999764011711453,LYPLA2,ENST00000374514.7,308,696,1810,1003,0.12050701992003084,FALSE,grey60,0.2,grey60,
ENSG00000117308.14,59.74513481548564,-0.059412732927748575,0.3460833716122662,-0.17167173519770118,0.8636956079280074,0.9999764011711453,GALE,ENST00000617979.4,170,1047,1566,1216,0.06363928887450333,FALSE,grey60,0.2,grey60,
ENSG00000179163.11,46.642004904801986,-0.1544177115844909,0.5772048361107335,-0.26752671135774536,0.7890636507083368,0.9999764011711453,FUCA1,ENST00000374479.3,9,1401,2047,1409,0.10288796252386617,FALSE,grey60,0.2,grey60,
ENSG00000189266.12,293.697480774598,0.18292806923594523,0.2867417623514424,0.6379540522309448,0.52350359049956,0.9999764011711453,PNRC2,ENST00000334351.7,412,420,2416,831,0.2810803353245873,FALSE,grey60,0.2,grey60,
ENSG00000188529.14,851.7731439961022,0.14765110416810792,0.18461382644329016,0.7997835644962569,0.42383620709706965,0.9999764011711453,SRSF10,ENST00000492112.2,65,789,1631,853,0.372801945523306,FALSE,grey60,0.2,grey60,
ENSG00000117602.11,71.10930635417901,-0.0017114021513103034,0.39639702381932107,-0.0043173940480702635,0.9965552286478399,0.9999764011711453,RCAN3,ENST00000374395.8,314,726,6802,1039,0.001498627889379436,FALSE,grey60,0.2,grey60,
ENSG00000133226.16,1790.7394585928134,0.29257431396886246,0.19862827363999902,1.4729741572397423,0.14075800423486312,0.9999764011711453,SRRM1,ENST00000323848.13,316,2715,4011,3030,0.851526899523197,FALSE,grey60,0.2,grey60,
